Record,Timestamp,Consent,Institution,Gender,Age,Role,Level,Course1,Course2,Course3,Course4,School,Department,YearsServed,Q1,Q2,CQIAwareof,Q3,PSIAwareof,Q4,Q5,Q6_lecture_and_presentations,Q6_case_studies,Q6_workshops_and_hands_on_experience,Q6_group_projects,Q6_simulations_and_role_playing,Q6_peer_learning_and_discussions,Q6_mentorship_and_coaching,Q6_other,Q6_other_specify,Q7_lecture_and_presentations,Q7_case_studies,Q7_workshops_and_hands_on_experience,Q7_group_projects,Q7_simulations_and_role_playing,Q7_peer_learning_and_discussions,Q7_mentorship_and_coaching,Q7_other,Q7_other_specify,Q8,Q9_process_mapping_and_workflow_analysis,Q9_data_collection_and_analysis_QI,Q9_plan_do_study_act,Q9_lean_and_six_sigma,Q9_change_management,Q9_measuring_and_monitoring_quality_metrics,Q9_team_and_communication_QI,Q9_clinical_audits,Q9_sustainability_QI,Q9_QI_project_management,Q9_regulatory_and_accreditation_standards,Q9_other,Q9_other_specify,Q10_root_cause_analysis,Q10_error_prevention_and_mitigation_startegies,Q10_medication_safety,Q10_infection_prevention_and_control,Q10_incident_reporting_and_learning_systems,Q10_human_factors_and_safety_culture,Q10_safe_care_transitions,Q10_patient_identification_and_communication,Q10_other,Q10_other_specify,Q11_timelines_of_care,Q11_patient_satisfaction,Q11_equal_quality_of_care,Q11_efficient_use_of_resources,Q11_educational_programs,Q11_clinical_care_protocols,Q11_facility_mortality_audit,Q11_other,Q11_none,Q11_other_specify,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24_lack_of_expertise_and_training,Q24_resistance_to_change,Q24_inadequate_teaching_resources,Q24_time_constraints,Q24_limited_experience_with_interdisciplinary_teaching,Q24_lack_of_motivation_or_incentives,Q24_institutional_culture,Q24_inadequate_infrastructure,Q24_competing_priorities,Q24_lack_of_leadership_support,Q24_interprofessional_collaboration,Q24_curriculum_integration_issues,Q24_sustainability_issues,Q24_other,Q24_other_specify,Q1b,Q2b,Q3b,Q4b,Q5b,Q6b,Q7b,Q8b,Q9b,Q10b,Q11b,Q1c,Q2c,Q3c,Q4c,Q5c,Q1d,Q2d,Q3d,Q4d,Q5d,Q1e,Q2e,Q3e,Q4e,Q5e,Q6e,Q1f,Q2f,Q3f,Q4f,Q5f,Q6f,Q7f,Q1g,Q2g,Q1h,Q2h,Q1i,Q2i,Q3i,Q4i,Q5i,Q6i,Q7i,Q8i,CommitteeName,Q9i,Q10i,Q11i,Q12i,Q13i,Q1j,Q2j,Complete,course
468,[not completed],Yes,Kenya Medical training collage,Female,20-24,Student (Including residents),,,,"Health Information technology and Education (Health records, Head education)",,,,3,2.0,No,,Not sure,,Yes,Yes,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,,2.0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Faculty,0,1,1,0,0,1,0,1,0,1,0,1,0,0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,99=No information,3.0,Incomplete,"Health Information technology and Education (Health records, Head education)"
469,24/09/2024 10:21,Yes,Kenya Medical training collage,Female,25-34,Student (Including residents),,,,"Health Information technology and Education (Health records, Head education)",,,,3,1.0,Not sure,,Not sure,,Yes,Yes,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,,1.0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,1,0,1,0,1,0,,1,1,1,0,0,0,1,0,0,,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,Regulatory bodies,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,2.0,2.0,2.0,2.0,2.0,3= 41-60 Hrs,3.0,Complete,"Health Information technology and Education (Health records, Head education)"
470,24/09/2024 10:31,Yes,Kenya Medical training collage,Male,20-24,Student (Including residents),,,,"Health Information technology and Education (Health records, Head education)",,,,3 years,1.0,Not sure,,Not sure,,Yes,Yes,1,1,0,1,0,0,0,0,,0,1,0,0,1,0,1,0,,1.0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,1,0,,0,1,0,0,1,0,0,0,0,,1.0,1.0,3.0,1.0,3.0,5.0,3.0,2.0,5.0,3.0,3.0,Regulatory bodies,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,,2.0,2.0,1.0,2.0,3.0,2= 21-40 Hrs,2.0,Complete,"Health Information technology and Education (Health records, Head education)"
471,[not completed],Yes,University of Nairobi Faculty of Health Sciences,Female,20-24,Student (Including residents),Undergraduate,,MBChB (Bachelor of Medicine and Surgery),,,,,,2.0,Not sure,,Yes,,Yes,Yes,1,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,,2.0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,1,1,0,0,0,0,,0,1,1,1,1,0,1,0,0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,Faculty,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,,2.0,3.0,,2.0,2.0,99=No information,3.0,Incomplete,MBChB (Bachelor of Medicine and Surgery)
472,[not completed],Yes,,Male,25-34,Student (Including residents),,,,,,,,6,2.0,Not sure,,Yes,,No,Yes,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,,2.0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,1,0,0,0,1,0,0,,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
473,[not completed],,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
474,24/09/2024 13:05,Yes,Kenya Medical training collage,Male,20-24,Student (Including residents),,,,"Health Information technology and Education (Health records, Head education)",,,,2,1.0,Not sure,,Not sure,,Yes,Yes,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,2.0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,Student,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,academic evaluatirs,1.0,1.0,1.0,1.0,1.0,2= 21-40 Hrs,2.0,Complete,"Health Information technology and Education (Health records, Head education)"
475,[not completed],No,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
476,[not completed],,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
477,25/09/2024 06:16,Yes,University of Nairobi Faculty of Health Sciences,Male,25-34,Student (Including residents),Undergraduate,,MBChB (Bachelor of Medicine and Surgery),,,,,year 6,2.0,Not sure,,Not sure,,Yes,Yes,1,1,1,1,0,1,1,0,,1,0,0,1,0,1,0,0,,2.0,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,0,1,1,1,0,,1,0,0,1,1,1,1,0,0,,3.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,2.0,2.0,Faculty,1,1,1,0,1,1,1,1,1,1,0,1,1,0,,2.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,,2.0,2.0,4.0,2.0,4.0,3= 41-60 Hrs,4.0,Complete,MBChB (Bachelor of Medicine and Surgery)
478,[not completed],Yes,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
479,25/09/2024 09:02,Yes,University of Nairobi Faculty of Health Sciences,Male,25-34,Student (Including residents),Postgraduate,Master of Medicine (MMED) - Surgery,,,,,,1,2.0,Yes,prevention ,No,,Yes,Yes,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,,1.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,Government,1,1,1,1,0,1,0,0,1,1,0,0,0,0,,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,,2.0,2.0,2.0,3.0,2.0,2= 21-40 Hrs,3.0,Complete,Master of Medicine (MMED) - Surgery
480,[not completed],,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
481,[not completed],Yes,Kenya Medical training collage,Male,20-24,Student (Including residents),,,,"Diagnostic Sciences (Radiography and Imaging, Laboratory)",,,,3 years,2.0,No,,Not sure,,Not sure,Yes,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1.0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Faculty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,"Diagnostic Sciences (Radiography and Imaging, Laboratory)"
482,25/09/2024 11:26,Yes,Kenya Medical training collage,Male,20-24,Student (Including residents),,,,"Diagnostic Sciences (Radiography and Imaging, Laboratory)",,,,3,2.0,Yes,Class attendance audits ,Yes,patient care module in class ,Yes,Yes,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,2.0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Faculty,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,3.0,3.0,3.0,2.0,2= 21-40 Hrs,2.0,Complete,"Diagnostic Sciences (Radiography and Imaging, Laboratory)"
483,25/09/2024 14:33,Yes,Kenya Medical training collage,Male,20-24,Student (Including residents),,,,"Diagnostic Sciences (Radiography and Imaging, Laboratory)",,,,3,1.0,No,,No,,Yes,Yes,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1.0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,Academic Program Leadership,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,,1.0,1.0,1.0,1.0,1.0,2= 21-40 Hrs,2.0,Complete,"Diagnostic Sciences (Radiography and Imaging, Laboratory)"
484,[not completed],Yes,Kijabe Mission Hospital,Female,55-64,Front line  Healthcare-worker,,,,,,,Medical,2023,1.0,No,,No,,Yes,Yes,1,1,1,0,1,1,0,0,,1,1,1,0,1,0,0,0,,1.0,0,0,0,0,0,1,1,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
485,[not completed],Yes,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
486,[not completed],Yes,Kenya Medical training collage,Female,25-34,Front line  Healthcare-worker,,,,,,,Other,3,1.0,Not sure,,Not sure,,Yes,Yes,1,0,1,0,0,1,0,0,,1,0,1,0,1,1,1,0,,1.0,1,0,1,0,1,0,0,0,0,0,1,0,,1,1,1,0,1,0,1,0,0,,0,0,1,1,0,1,0,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,Faculty,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
487,[not completed],Yes,Kijabe School of medicine,Male,45-54,Faculty member,,,,,,,,13,1.0,Yes,IHI,Yes,IHI,No,No,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1.0,1,1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1,0,,1,1,0,0,0,0,1,0,0,,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,Regulatory bodies,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
488,25/09/2024 17:59,Yes,University of Nairobi Faculty of Health Sciences,Male,25-34,Student (Including residents),Postgraduate,Master of Medicine (MMED) - Surgery,,,,,,2,1.0,Yes,NBU nurturing care QI initiative ,Not sure,,No,No,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1.0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,1.0,3.0,5.0,5.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,Public,0,0,0,0,0,1,1,0,0,1,0,0,0,0,,3.0,5.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,5.0,5.0,3.0,3.0,,5.0,3.0,5.0,1.0,3.0,4=61-80 Hrs,5.0,Complete,Master of Medicine (MMED) - Surgery
489,26/09/2024 05:00,Yes,Kenya Medical training collage,Male,20-24,Student (Including residents),,,,"Diagnostic Sciences (Radiography and Imaging, Laboratory)",,,,Year 3,1.0,No,,Yes,Patient care as a unit,Yes,Yes,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,2.0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Academic Program Leadership,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,1.0,2.0,2.0,1.0,1= 20 Hrs or less,2.0,Complete,"Diagnostic Sciences (Radiography and Imaging, Laboratory)"
490,26/09/2024 05:17,Yes,Kenya Medical training collage,Female,20-24,Student (Including residents),,,,"Diagnostic Sciences (Radiography and Imaging, Laboratory)",,,,3,1.0,Not sure,,Not sure,,Yes,Yes,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1.0,1,0,1,0,0,0,1,0,0,1,0,0,,0,0,1,1,0,1,1,1,0,,1,1,0,1,1,1,0,0,0,,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Student,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,2.0,2.0,2.0,2.0,2= 21-40 Hrs,3.0,Complete,"Diagnostic Sciences (Radiography and Imaging, Laboratory)"
491,[not completed],Yes,Kijabe Mission Hospital,Female,25-34,Student (Including residents),,,,,,,,1,1.0,No,,No,,Yes,Yes,1,1,0,0,1,0,0,0,,1,1,0,0,1,0,0,0,,1.0,1,0,1,0,0,1,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,Student,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,2= 21-40 Hrs,1.0,Incomplete,
492,26/09/2024 12:30,Yes,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,
493,[not completed],Yes,Kijabe School of medicine,Male,25-34,Student (Including residents),,,,,Other,,,2nd year,2.0,Not sure,,Not sure,,Not sure,Yes,0,1,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,,1.0,0,1,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,0,0,,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,Regulatory bodies,0,1,0,1,0,1,0,0,0,0,0,0,1,0,,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,QA committe,2.0,3.0,2.0,2.0,3.0,4=61-80 Hrs,4.0,Incomplete,Other
494,26/09/2024 14:02,Yes,Kijabe School of medicine,Male,25-34,Student (Including residents),,,,,Other,,,2,2.0,Not sure,,Not sure,,Yes,Yes,1,1,0,0,1,0,0,0,,1,1,0,0,1,0,0,0,,3.0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,1,0,0,0,0,0,0,,1,0,0,0,1,1,1,0,0,,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,Regulatory bodies,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,QA committee ,2.0,2.0,2.0,2.0,3.0,4=61-80 Hrs,2.0,Complete,Other
495,26/09/2024 14:43,Yes,Kenyatta National Hospital,Male,20-24,Student (Including residents),,,,,,,,6,3.0,Not sure,,Not sure,,Yes,No,0,0,1,0,0,1,0,0,,1,0,1,0,1,0,1,0,,1.0,0,0,0,0,0,0,1,1,0,0,0,0,,1,0,0,1,0,0,0,1,0,,0,1,0,0,0,0,1,0,0,,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,Employers,1,0,1,0,0,0,0,1,0,1,0,0,1,0,,3.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,,3.0,3.0,2.0,2.0,4.0,4=61-80 Hrs,3.0,Complete,
496,26/09/2024 15:48,Yes,Kijabe Mission Hospital,Male,25-34,Student (Including residents),,,,,,,,1,1.0,No,,No,,No,Yes,0,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,,1.0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Faculty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,quality improvement team,1.0,1.0,1.0,1.0,1.0,4=61-80 Hrs,2.0,Complete,
497,27/09/2024 11:19,Yes,Kenya Medical training collage,Female,25-34,Student (Including residents),,,,"Diagnostic Sciences (Radiography and Imaging, Laboratory)",,,,3rd year,1.0,No,,Yes,infection prevention and safety from harm,No,Yes,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,,1.0,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,0,,0,0,0,0,1,1,0,0,0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Faculty,1,1,1,0,1,1,0,1,0,1,0,1,0,0,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,2.0,3.0,2.0,2.0,2.0,99=No information,3.0,Complete,"Diagnostic Sciences (Radiography and Imaging, Laboratory)"
